Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
FASTKD2	gene	FASTKD2	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 44, OMIM:618855						False	3	100;0;0	7.6	False		ENSG00000118246	ENSG00000118246	HGNC:29160													
FBXL4	gene	FBXL4	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type) OMIM:615471;mitochondrial DNA depletion syndrome 13 MONDO:0014198						False	3	100;0;0	7.6	True		ENSG00000112234	ENSG00000112234	HGNC:13601													
FDX2	gene	FDX2	Expert;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy OMIM:251900;mitochondrial myopathy, episodic, with optic atrophy and reversible leukoencephalopathy MONDO:0020714				24281368;28803783;30010796		False	3	50;50;0	7.6	False		ENSG00000267673	ENSG00000267673	HGNC:30546													
FDXR	gene	FDXR	Expert list;Expert Review Green	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Auditory neuropathy and optic atrophy, OMIM:617717;Multiple mitochondrial dysfunctions syndrome 9B, OMIM:620887				28965846		False	3	100;0;0	7.6	True		ENSG00000161513	ENSG00000161513	HGNC:3642													
FH	gene	FH	Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Fumarase deficiency, OMIM:606812						False	3	100;0;0	7.6	True		ENSG00000091483	ENSG00000091483	HGNC:3700													
FLAD1	gene	FLAD1	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Multiple acyl-CoA dehydrogenase deficiencies (MADDs)				PubMed: 27259049		False	3	0;100;0	7.6	True		ENSG00000160688	ENSG00000160688	HGNC:24671													
FOXRED1	gene	FOXRED1	Emory Genetics Laboratory;Expert;Expert list;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex I deficiency;Leigh syndrome due to mitochondrial complex I deficiency, 256000Mitochondrial complex I deficiency, 252010;Mitochondrial Diseases;Mitochondrial Respiratory Chain Complex I Deficiency						False	3	100;0;0	7.6	False		ENSG00000110074	ENSG00000110074	HGNC:26927													
GARS	gene	GARS	Expert;Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Charcot-Marie-Tooth disease, type 2D;Neuropathy, distal hereditary motor, type VA						False	3	100;0;0	7.6	True		ENSG00000106105	ENSG00000106105	HGNC:4162													
GDAP1	gene	GDAP1	Expert list;Expert Review Green	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Charcot-Marie-Tooth disease, axonal, type 2K, OMIM:607831;Charcot-Marie-Tooth disease, axonal, with vocal cord paresis, OMIM:607706;Charcot-Marie-Tooth disease, recessive intermediate, A, OMIM:608340;Charcot-Marie-Tooth disease, type 4A, OMIM:214400				PMID: 11743579		False	3	100;0;0	7.6	True		ENSG00000104381	ENSG00000104381	HGNC:15968													
GFER	gene	GFER	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Disorders of the mitochondrial import system;Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay,613076				PMID: 26018198;19409522		False	3	100;0;0	7.6	False		ENSG00000127554	ENSG00000127554	HGNC:4236													
GFM1	gene	GFM1	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Combined oxidative phosphorylation deficiency 1, 609060						False	3	100;0;0	7.6	True		ENSG00000168827	ENSG00000168827	HGNC:13780													
GFM2	gene	GFM2	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 39, OMIM:618397;Early-onset neurological presentations of mitochondrial disease and impaired expression of OXPHOS subunits				29075935;22700954;26016410		False	3	100;0;0	7.6	False		ENSG00000164347	ENSG00000164347	HGNC:29682													
GLRX5	gene	GLRX5	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Disorders of iron homeostasis;Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive, 205950						False	3	100;0;0	7.6	True		ENSG00000182512	ENSG00000182512	HGNC:20134													
GTPBP3	gene	GTPBP3	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);mitochondrial translation defect associated with hypertrophic cardiomyopathy, lactic acidosis and encephalopathy;Combined oxidative phosphorylation deficiency 23						False	3	100;0;0	7.6	True		ENSG00000130299	ENSG00000130299	HGNC:14880													
HADHB	gene	HADHB	Expert Review Green;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial trifunctional protein deficiency 2, OMIM:620300				35403730		False	3	100;0;0	7.6	False		ENSG00000138029	ENSG00000138029	HGNC:4803													
HARS2	gene	HARS2	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Perrault syndrome 2, 614926				21464306;27650058		False	3	50;50;0	7.6	True		ENSG00000112855	ENSG00000112855	HGNC:4817													
HCCS	gene	HCCS	Expert;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Microphthalmia, syndromic 7, 309801;Linear skin defects with multiple congenital anomalies 1						False	3	100;0;0	7.6	True		ENSG00000004961	ENSG00000004961	HGNC:4837													
HIBCH	gene	HIBCH	Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	3-hydroxyisobutryl-CoA hydrolase deficiency, 250620;HIBCH deficiency				PMID: 25251209;24299452		False	3	100;0;0	7.6	True		ENSG00000198130	ENSG00000198130	HGNC:4908													
HLCS	gene	HLCS	Expert Review Green;Radboud University Medical Center, Nijmegen	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Holocarboxylase synthetase deficiency, 253270						False	3	100;0;0	7.6	True		ENSG00000159267	ENSG00000159267	HGNC:4976													
HPDL	gene	HPDL	Expert Review Green;Literature;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities OMIM:619026;Spastic paraplegia 83, autosomal recessive OMIM:619027				32707086		False	3	100;0;0	7.6	False		ENSG00000186603	ENSG00000186603	HGNC:28242													
HSD17B10	gene	HSD17B10	Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	HSD10 mitochondrial disease, OMIM:300438				26950678;12696021;19706438;22132097		False	3	100;0;0	7.6	False		ENSG00000072506	ENSG00000072506	HGNC:4800													
HSPD1	gene	HSPD1	Expert;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Leukodystrophy, hypomyelinating, 4, OMIM:612233 (AR);Spastic paraplegia 13, autosomal dominant, OMIM:605280 (AD)						False	3	100;0;0	7.6	True		ENSG00000144381	ENSG00000144381	HGNC:5261													
HTRA2	gene	HTRA2	Expert Review Green;Literature	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	"	3-methylglutaconic aciduria, type VIII	617248"				27208207; 27696117		False	3	100;0;0	7.6	False		ENSG00000115317	ENSG00000115317	HGNC:14348													
IARS2	gene	IARS2	Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	?Cataracts, growth hormone deficiency, sensory neuropathy, sensorineural hearing loss, and skeletal dysplasia 616007				30041933;28328135;25130867;27078007		False	3	100;0;0	7.6	False		ENSG00000067704	ENSG00000067704	HGNC:29685													
IBA57	gene	IBA57	Expert;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple mitochondrial dysfunctions syndrome 3, OMIM:615330;?Spastic paraplegia 74, autosomal recessive, OMIM:616451				PMID: 23462291;25971455		False	3	100;0;0	7.6	True		ENSG00000181873	ENSG00000181873	HGNC:27302													
IDH3A	gene	IDH3A	Expert Review Green;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Retinitis pigmentosa 90, OMIM:619007;retinitis pigmentosa 90, MONDO:0033563				31012789;30478029;30058936;28412069;28058510		False	3	100;0;0	7.6	False		ENSG00000166411	ENSG00000166411	HGNC:5384													
ISCA1	gene	ISCA1	Expert list;Expert Review;Expert Review Green	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 5, 617613				28356563;29767723		False	3	0;0;0	7.6	False		ENSG00000135070	ENSG00000135070	HGNC:28660													
ISCA2	gene	ISCA2	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	infantile neurodegenerative mitochondrial disorder				25539947;29297947;29359243		False	3	100;0;0	7.6	False		ENSG00000165898	ENSG00000165898	HGNC:19857													
ISCU	gene	ISCU	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Disorders of iron homeostasis;Myopathy with lactic acidosis, hereditary, 255125				18296749;29079705;19567699;20206689;18304497		False	3	100;0;0	7.6	False		ENSG00000136003	ENSG00000136003	HGNC:29882													
KARS	gene	KARS	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Charcot-Marie-Tooth disease, recessive intermediate, B, 613641;Deafness, autosomal recessive 89, 613916				28887846;25330800;29615062;30252186;28496994		False	3	100;0;0	7.6	True		ENSG00000065427	ENSG00000065427	HGNC:6215													
KIAA0391	gene	KIAA0391	Expert Review Green;Literature;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Hearing loss, intellectual disability				34715011		False	3	100;0;0	7.6	False		ENSG00000100890	ENSG00000100890	HGNC:19958													
LARS2	gene	LARS2	Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Perrault syndrome 4, OMIM:615300;Hydrops, lactic acidosis, and sideroblastic anemia, OMIM:617021;Required for mitochondrial gene expression (Mitochondrial respiratory chain disorders (caused by nuclear variants only);Multiple respiratory chain complex deficiencies (disorders of protein synthesis						False	3	100;0;0	7.6	True		ENSG00000011376	ENSG00000011376	HGNC:17095													
LETM1	gene	LETM1	Expert list;Expert Review Green;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodegeneration, childhood-onset, with multisystem involvement due to mitochondrial dysfunction, OMIM:620089				36055214;33815143		False	3	33;33;33	7.6	False		ENSG00000168924	ENSG00000168924	HGNC:6556													
LIAS	gene	LIAS	Expert;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate dehydrogenase lipoic acid synthetase deficiency, 614462						False	3	100;0;0	7.6	True		ENSG00000121897	ENSG00000121897	HGNC:16429													
LIG3	gene	LIG3	Expert Review Green;Literature;NHS GMS	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	gut dysmotility;spasticity;ataxia;repetitive behaviours;neurogenic bladder;macular degeneration;leukoencephalopathy;cerebellar atrophy;mitochondrial DNA depletion				33855352		False	3	100;0;0	7.6	False		ENSG00000005156	ENSG00000005156	HGNC:6600													
LIPT1	gene	LIPT1	Expert;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Lipoyltransferase 1 deficiency						False	3	100;0;0	7.6	True		ENSG00000144182	ENSG00000144182	HGNC:29569													
LIPT2	gene	LIPT2	Expert Review;Expert Review Green;Other	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities, 617668				28757203;28803783		False	3	0;100;0	7.6	False		ENSG00000175536	ENSG00000175536	HGNC:37216													
LONP1	gene	LONP1	Expert list;Expert Review Green;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	CODAS (cerebral, ocular, dental, auricular and skeletal) syndrome (MIM 600373)				PMID: 25574826; PMID: 25808063		False	3	100;0;0	7.6	True		ENSG00000196365	ENSG00000196365	HGNC:9479													
LRPPRC	gene	LRPPRC	Emory Genetics Laboratory;Expert;Expert list;Expert Review Green;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Isolated complex IV deficiency;Multiple respiratory chain complex deficiencies (disorders of protein synthesis);Leigh syndrome, French-Canadian type, 220111;Mitochondrial Diseases						False	3	100;0;0	7.6	True		ENSG00000138095	ENSG00000138095	HGNC:15714													
LYRM4	gene	LYRM4	Expert;Expert Review Green;NHS GMS;Radboud University Medical Center, Nijmegen;Victorian Clinical Genetics Services	Mitochondrial disorders	Mitochondrial	Metabolic disorders	BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 19, OMIM:615595				23814038;31497476		False	3	75;25;0	7.6	False		ENSG00000214113	ENSG00000214113	HGNC:21365													
